Started At,Completed At,Completion Status,Device Type,Browser,Organization Uuid,Segment,Organizationscountry,Utm Medium,Utm Source,Utm Campaign,1. 1. ¿Cómo conociste sobre iZettle?,"2. 2. En general, ¿cuál es tu grado de satisfacción con iZettle?",3. 3. ¿Qué tan probable es que recomiendes iZettle a tus amigos o colegas?,"4.1. 4. ¿Podrías indicar, en una escala del 1 al 5, cuál es tu grado de satisfacción con los siguientes aspectos? Atención al cliente","4.2. 4. ¿Podrías indicar, en una escala del 1 al 5, cuál es tu grado de satisfacción con los siguientes aspectos? Informes de ventas","4.3. 4. ¿Podrías indicar, en una escala del 1 al 5, cuál es tu grado de satisfacción con los siguientes aspectos? Importe total que puedes aceptar en cada pago con tarjeta","4.4. 4. ¿Podrías indicar, en una escala del 1 al 5, cuál es tu grado de satisfacción con los siguientes aspectos? Comisiones de pago","4.5. 4. ¿Podrías indicar, en una escala del 1 al 5, cuál es tu grado de satisfacción con los siguientes aspectos? Ofrecerles a tus clientes un recibo","4.6. 4. ¿Podrías indicar, en una escala del 1 al 5, cuál es tu grado de satisfacción con los siguientes aspectos? Lector de tarjetas","4.7. 4. ¿Podrías indicar, en una escala del 1 al 5, cuál es tu grado de satisfacción con los siguientes aspectos? Esfuerzo comunicativo (por ejemplo, sobre nuevas características o versiones de iZettle, consejos y trucos, actualizaciones de la cuenta)","4.8. 4. ¿Podrías indicar, en una escala del 1 al 5, cuál es tu grado de satisfacción con los siguientes aspectos? Depósitos","4.9. 4. ¿Podrías indicar, en una escala del 1 al 5, cuál es tu grado de satisfacción con los siguientes aspectos? Compatibilidad con accesorios (por ejemplo, impresoras, soportes, lectores de códigos de barras, etc.)","4.10. 4. ¿Podrías indicar, en una escala del 1 al 5, cuál es tu grado de satisfacción con los siguientes aspectos? Tu cuenta en my.izettle.com","4.11. 4. ¿Podrías indicar, en una escala del 1 al 5, cuál es tu grado de satisfacción con los siguientes aspectos? Aceptación de pagos","5. 5. Por lo que sabes, ¿cuáles de los siguientes productos, servicios o soluciones puede ofrecer iZettle a los pequeños negocios?",,,,,,,,,"6. 6. Siempre intentamos ampliar y mejorar el servicio que ofrecemos a nuestros clientes. Por favor, explica a continuación si hay algo que te disguste especialmente:","7. 7. Siempre intentamos ampliar y mejorar el servicio que ofrecemos a nuestros clientes. Por favor, explica a continuación si echas en falta alguna característica en nuestro servicio:"
2019-08-16 13:04:16 UTC,2019-08-16 13:05:30 UTC,completed,ios,Safari 12.1.1,e8abaf2a-79b4-11e9-bf16-6cdb7252ef28,3M,MX,email,crm,LAT_MX_SRV_ALL_ALL_EML_GFB-Survey3MonthsCheck Version 2,Yo pagué algo con iZettle o vi a alguien hacerlo,10,10,5,5,5,5,5,5,5,5,5,5,5,,,,,,,Lector de tarjetas,,,La comisión es demasiado alta aunque cobremos mucho!!,Ndk
2019-08-16 13:29:57 UTC,2019-08-16 13:37:17 UTC,completed,android,Chrome 75.0.3770.143,15461594-79af-11e9-9fb2-eaeb4a86884b,3M,MX,email,crm,LAT_MX_SRV_ALL_ALL_EML_GFB-Survey3MonthsCheck Version 2,Alguien me lo recomendó,10,10,5,4,5,4,3,5,4,5,NA,5,5,"Complementos para cajas registradoras (por ejemplo, impresora de recibos, lector de códigos de barras, etc.)",,,,Herramientas para controlar y analizar las ventas,,,,,"Que el recibo que se ofrece al cliente en lugar de que aparezca el CURP. Mejor aparezca el RFC. Ustedes tiene fijo el CURP y esta información no sirve fiscalmente.
Debería haber un reporte donde se vea cuanto ingreso o se vendió y cuánto es de comisión, para dar seguimiento a las ventas.",Ya la explique en pregunta anterior.
2019-08-16 14:27:07 UTC,2019-08-16 14:28:52 UTC,completed,android,Chrome 76.0.3809.111,7ec40010-9393-11e8-963d-240bcc4dfd53,3M,MX,email,crm,LAT_MX_SRV_ALL_ALL_EML_GFB-SurveyYearlyCheck Version 2,Alguien me lo recomendó,10,10,5,4,5,4,4,4,4,4,3,4,4,,Sistema de punto de venta,,,,,,,,Bien,Bien
2019-08-16 17:34:08 UTC,2019-08-16 17:37:37 UTC,completed,android,Firefox 68.0,b1bd568a-7923-11e9-9b69-0a32bd0af990,3M,MX,email,crm,LAT_MX_SRV_ALL_ALL_EML_GFB-Survey3MonthsCheck Version 2,Alguien me lo recomendó,9,9,5,3,3,3,5,4,4,4,4,4,4,,,,,,,Lector de tarjetas,,,Registro de la cuenta muy embromoso,No
2019-08-16 17:37:50 UTC,2019-08-16 17:44:29 UTC,completed,windows,Microsoft Edge 17.17134,7b9a5620-a183-11e8-921a-cbe9343956ae,3M,MX,email,crm,LAT_MX_SRV_ALL_ALL_EML_GFB-SurveyYearlyCheck Version 2,amazon,8,9,5,4,4,3,5,4,1,5,4,5,4,"Complementos para cajas registradoras (por ejemplo, impresora de recibos, lector de códigos de barras, etc.)",Sistema de punto de venta,,Herramientas para gestionar el inventario,Herramientas para controlar y analizar las ventas,,Lector de tarjetas,,,Un día sucedió que no se podía cobrar con tarjetas y el sistema podría enviar un aviso de que no hay sistema y así poder avisar al cliente quien se molesta.,"Sugiero que se puedan cobrar algunos servicios con Izettle con comisión para nosotros los negocios receptores, lo que puede ayudar a pagar la comisión que cobra Izettle, pues lo negocios tenemos muchos gastos que cubrir y en ocasiones somos microempresarios y nos impacta."
2019-08-16 20:33:50 UTC,2019-08-16 20:37:27 UTC,completed,android,Chrome 76.0.3809.111,e85de500-a0c1-11e8-8f28-1e852c82e6fd,3M,MX,email,crm,LAT_MX_SRV_ALL_ALL_EML_GFB-SurveyYearlyCheck Version 2,Alguien me lo recomendó,10,10,NA,NA,NA,3,5,5,NA,4,NA,5,5,"Complementos para cajas registradoras (por ejemplo, impresora de recibos, lector de códigos de barras, etc.)",Sistema de punto de venta,,Herramientas para gestionar el inventario,,,Lector de tarjetas,,,El tiempo de deposito de los pagos,No hay dato
2019-08-16 22:44:02 UTC,2019-08-16 22:45:41 UTC,completed,ios,Safari 12.1.2,2046e09a-7982-11e9-8a26-d9659f8c522e,3M,MX,email,crm,LAT_MX_SRV_ALL_ALL_EML_GFB-Survey3MonthsCheck Version 2,Alguien me lo recomendó,8,8,5,5,4,4,4,4,4,4,4,4,4,,,,,,Herramientas de administración de personal,,,,.,C
2019-08-17 02:14:39 UTC,2019-08-17 02:17:55 UTC,completed,ios,Safari 12.1.2,c7206920-9d98-11e8-a366-dbad1f7e7837,3M,MX,email,crm,LAT_MX_SRV_ALL_ALL_EML_GFB-SurveyYearlyCheck Version 2,Alguien me lo recomendó,9,9,5,5,5,3,5,5,5,5,5,5,5,,,,,Herramientas para controlar y analizar las ventas,,,,,Estoy bien con iZettle,No
2019-08-17 04:46:40 UTC,2019-08-17 04:50:52 UTC,completed,android,Chrome 67.0.3396.87,01b517da-790c-11e9-992a-424bdbc78491,3M,MX,email,crm,LAT_MX_SRV_ALL_ALL_EML_GFB-Survey3MonthsCheck Version 2,Alguien me lo recomendó,9,9,4,4,3,3,5,5,3,4,4,4,4,,Sistema de punto de venta,Programas de fidelización y de gestión de las relaciones con los clientes,Herramientas para gestionar el inventario,Herramientas para controlar y analizar las ventas,Herramientas de administración de personal,Lector de tarjetas,Herramientas de contabilidad,,Todo bien,"Ninguna. Es muy fácil usarlo.
Solo deben ser más claros con respecto al porcentaje que Izettle se queda y explicar de manera más sencilla el bono de 150 pesos cuando el dispositivo es nuevo."
2019-08-17 13:43:29 UTC,2019-08-17 13:45:21 UTC,completed,android,Chrome 67.0.3396.87,f3e1c4d6-7a7e-11e9-9209-634160306d01,3M,MX,email,crm,LAT_MX_SRV_ALL_ALL_EML_GFB-Survey3MonthsCheck Version 2,Publicidad exterior,10,10,5,5,5,3,5,5,4,5,NA,5,5,"Complementos para cajas registradoras (por ejemplo, impresora de recibos, lector de códigos de barras, etc.)",,,Herramientas para gestionar el inventario,,,Lector de tarjetas,,,Todo bien,No
2019-08-17 13:50:14 UTC,2019-08-17 13:51:54 UTC,completed,ios,Safari 12.1.2,1e5e61f4-7a90-11e9-a32c-18f16c9a7454,3M,MX,email,crm,LAT_MX_SRV_ALL_ALL_EML_GFB-Survey3MonthsCheck Version 2,Alguien me lo recomendó,10,10,NA,NA,5,4,5,5,5,5,NA,5,5,"Complementos para cajas registradoras (por ejemplo, impresora de recibos, lector de códigos de barras, etc.)",,,,,,,,,Nada me disgusta,No
2019-08-17 14:41:54 UTC,2019-08-17 14:44:10 UTC,completed,android,Chrome 76.0.3809.111,b2f04d76-7a5b-11e9-8339-229f88c431aa,3M,MX,email,crm,LAT_MX_SRV_ALL_ALL_EML_GFB-Survey3MonthsCheck Version 2,Redes sociales,10,10,5,5,5,5,5,5,5,5,5,5,5,"Complementos para cajas registradoras (por ejemplo, impresora de recibos, lector de códigos de barras, etc.)",Sistema de punto de venta,,Herramientas para gestionar el inventario,Herramientas para controlar y analizar las ventas,Herramientas de administración de personal,Lector de tarjetas,Herramientas de contabilidad,,Todo ok,Ninguna
2019-08-17 19:18:36 UTC,2019-08-17 19:20:14 UTC,completed,windows,Chrome 75.0.3770.142,f5ff3430-a24b-11e8-94d3-8bf038858119,3M,MX,email,crm,LAT_MX_SRV_ALL_ALL_EML_GFB-SurveyYearlyCheck Version 2,Alguien me lo recomendó,9,9,5,4,5,3,3,5,3,5,4,NA,5,"Complementos para cajas registradoras (por ejemplo, impresora de recibos, lector de códigos de barras, etc.)",Sistema de punto de venta,,,,,Lector de tarjetas,,,No,No
2019-08-18 02:07:22 UTC,2019-08-18 02:18:24 UTC,completed,ios,Safari 12.1.1,e710a24e-7908-11e9-b5d6-9b05d6f6567c,3M,MX,email,crm,LAT_MX_SRV_ALL_ALL_EML_GFB-Survey3MonthsCheck Version 2,Yo pagué algo con iZettle o vi a alguien hacerlo,8,8,4,4,3,3,3,4,3,3,4,4,3,,,Programas de fidelización y de gestión de las relaciones con los clientes,,Herramientas para controlar y analizar las ventas,Herramientas de administración de personal,,,,Que de repente falla  a la hora de cobrar marca error,Que debería de marcar el corte de venta  por semana  día y mes
2019-08-18 05:55:15 UTC,2019-08-18 06:06:51 UTC,completed,ios,Safari 12.1,1c7cfb10-a0f3-11e8-9664-9223babe2fa6,3M,MX,email,crm,LAT_MX_SRV_ALL_ALL_EML_GFB-SurveyYearlyCheck Version 2,Alguien me lo recomendó,9,10,4,3,5,5,5,5,5,5,5,5,5,,,,,,,Lector de tarjetas,,,Hasta hoy nada me disgusta,NO
2019-08-18 13:37:19 UTC,2019-08-18 13:45:22 UTC,completed,ios,Safari 11.0,e9c5383a-7b27-11e9-81ea-d90d3de6bccb,3M,MX,email,crm,LAT_MX_SRV_ALL_ALL_EML_GFB-Survey3MonthsCheck Version 2,"La cocept store donde vendo mis productos, teniamos q usarsu app p las tarjetas",9,9,5,5,5,2,5,5,NA,4,NA,NA,NA,,,,,,,,,Ninguno de las anteriores,Se me hace alto lo q se paga por cada transaccion,Ninguna
2019-08-18 16:26:08 UTC,2019-08-18 16:32:43 UTC,completed,ios,Safari 12.1.1,9d14d4fa-7b54-11e9-9aec-4790fd5fd5a1,3M,MX,email,crm,LAT_MX_SRV_ALL_ALL_EML_GFB-Survey3MonthsCheck Version 2,Redes sociales,10,10,5,NA,5,3,5,5,NA,5,NA,5,5,,,,,,,,,Ninguno de las anteriores,Nada,Ninguno
2019-08-18 18:34:22 UTC,2019-08-18 18:41:44 UTC,completed,ios,Safari 12.1.1,2cba78b0-a31c-11e8-aa20-be6b59d2305e,3M,MX,email,crm,LAT_MX_SRV_ALL_ALL_EML_GFB-SurveyYearlyCheck Version 2,Redes sociales,10,10,5,5,5,3,5,3,2,5,4,5,5,,Sistema de punto de venta,,,Herramientas para controlar y analizar las ventas,,Lector de tarjetas,,,La aplicación en la terminal a veces falla,No
2019-08-18 22:21:16 UTC,2019-08-18 22:24:00 UTC,completed,android,Chrome 76.0.3809.111,82cac9b0-900e-11e8-8e93-cc4bdabaaa0b,3M,MX,email,crm,LAT_MX_SRV_ALL_ALL_EML_GFB-SurveyYearlyCheck Version 2,Alguien me lo recomendó,10,10,5,5,5,5,5,5,5,5,5,5,5,,Sistema de punto de venta,,,,,Lector de tarjetas,,,No ninguno,Ninguna
2019-08-18 22:33:18 UTC,2019-08-18 22:35:51 UTC,completed,android,Chrome 67.0.3396.87,37973b42-7ab7-11e9-af49-97f4dfe58332,3M,MX,email,crm,LAT_MX_SRV_ALL_ALL_EML_GFB-Survey3MonthsCheck Version 2,Alguien me lo recomendó,9,10,5,5,5,3,5,5,4,5,5,5,5,"Complementos para cajas registradoras (por ejemplo, impresora de recibos, lector de códigos de barras, etc.)",Sistema de punto de venta,Programas de fidelización y de gestión de las relaciones con los clientes,Herramientas para gestionar el inventario,Herramientas para controlar y analizar las ventas,,Lector de tarjetas,Herramientas de contabilidad,,No,Ningún problema
2019-08-19 00:22:43 UTC,2019-08-19 00:27:06 UTC,completed,ios,Safari 12.1.2,cc24c6d0-a1cd-11e8-96ee-5e94e2506219,3M,MX,email,crm,LAT_MX_SRV_ALL_ALL_EML_GFB-SurveyYearlyCheck Version 2,Alguien me lo recomendó,8,8,NA,5,5,3,NA,4,NA,3,NA,4,5,,,,,,,,,Ninguno de las anteriores,La facturación de las comisiones al final del mes debería ser automática.,"Que la facturación de las comisiones al final del mes, sea automática."
2019-08-19 00:55:38 UTC,2019-08-19 01:03:01 UTC,completed,android,Chrome 76.0.3809.111,8ed98310-a01f-11e8-babf-7ed8ff8b3e9f,3M,MX,email,crm,LAT_MX_SRV_ALL_ALL_EML_GFB-SurveyYearlyCheck Version 2,Alguien me lo recomendó,8,9,NA,NA,5,2,5,5,2,4,5,4,5,"Complementos para cajas registradoras (por ejemplo, impresora de recibos, lector de códigos de barras, etc.)",Sistema de punto de venta,,Herramientas para gestionar el inventario,Herramientas para controlar y analizar las ventas,,Lector de tarjetas,,,El único aspecto que creo se pudiera mejorar para hacer pedazo a la competencia sería disminuir la comisión por venta... Algunos amigos comerciantes me han comentado de otras que desde el arranque les cobran sobre el 3.8% ya con I.V.A incluido. De 2 de ellos me consta que es más bajo que mi actual 4.1% (con I.V.A) que poseo con ustedes. Pero fuera de ello creo que todo marcha perfectamente. Saludos,No conozco demasiadas características que posean otras compañías... Pero sería genial poder lograr un pago con tarjeta sin terminal presencial... Tipo mercado pago o algo así donde se pague vía Internet a través de ustedes y ya se nos deposité a nosotros la cantidad (menos comisión obvio) en la cuenta vinculada. Sería genial
2019-08-19 01:06:24 UTC,2019-08-19 01:10:01 UTC,completed,ios,Safari 12.1.1,caeeb890-a261-11e8-b19e-76306646a162,3M,MX,email,crm,LAT_MX_SRV_ALL_ALL_EML_GFB-SurveyYearlyCheck Version 2,Búsqueda en la web (Google),9,8,5,4,5,3,4,5,5,3,NA,5,5,,Sistema de punto de venta,,,,,Lector de tarjetas,,,Me molesta que es difícil dar e recibo o enviárselo al cliente. A veces lo manda y aveces no.,"Todo bien en el servicio, solo bajen un poco las comisiones."
2019-08-19 11:37:38 UTC,2019-08-19 11:40:08 UTC,completed,android,Chrome 76.0.3809.111,ccd8e8a0-9669-11e8-9a4c-41fc1f6c6a15,3M,MX,email,crm,LAT_MX_SRV_ALL_ALL_EML_GFB-SurveyYearlyCheck Version 2,Publicidad exterior,10,10,5,5,5,5,5,5,5,5,NA,5,5,,,,,,,Lector de tarjetas,,,Todo.bien,No
2019-08-19 13:25:09 UTC,2019-08-19 13:30:39 UTC,completed,ios,Safari 12.0,3839a138-7c0c-11e9-9e20-6f8f6218e94c,3M,MX,email,crm,LAT_MX_SRV_ALL_ALL_EML_GFB-Survey3MonthsCheck Version 2,fueron al negocio a ofrecerlo,10,10,5,5,5,5,5,5,5,5,3,5,5,,Sistema de punto de venta,Programas de fidelización y de gestión de las relaciones con los clientes,Herramientas para gestionar el inventario,Herramientas para controlar y analizar las ventas,Herramientas de administración de personal,Lector de tarjetas,Herramientas de contabilidad,,el no poder ser compatible con otras impresoras,ninguna
2019-08-19 15:02:59 UTC,2019-08-19 15:05:56 UTC,completed,android,Chrome 76.0.3809.111,c635cd82-7c0b-11e9-aa2d-adcb21160381,3M,MX,email,crm,LAT_MX_SRV_ALL_ALL_EML_GFB-Survey3MonthsCheck Version 2,Alguien me lo recomendó,10,10,5,5,5,5,1,5,5,5,3,5,5,,Sistema de punto de venta,,,,,,,,No todo muy bien,No
2019-08-19 15:27:22 UTC,2019-08-19 15:31:33 UTC,completed,android,Chrome 76.0.3809.111,d1624336-7b64-11e9-90a9-b0a585871fc2,3M,MX,email,crm,LAT_MX_SRV_ALL_ALL_EML_GFB-Survey3MonthsCheck Version 2,Redes sociales,10,10,5,5,5,4,5,5,4,4,4,5,5,,,,,,,,,Ninguno de las anteriores,Ninguna,No
2019-08-19 15:31:21 UTC,2019-08-19 15:39:21 UTC,completed,android,Chrome 75.0.3770.101,931b295c-79b7-11e9-8b46-47701c499037,3M,MX,email,crm,LAT_MX_SRV_ALL_ALL_EML_GFB-Survey3MonthsCheck Version 2,Directamente de un vendedor,9,10,5,5,5,2,4,5,5,5,NA,4,5,"Complementos para cajas registradoras (por ejemplo, impresora de recibos, lector de códigos de barras, etc.)",Sistema de punto de venta,,Herramientas para gestionar el inventario,Herramientas para controlar y analizar las ventas,,Lector de tarjetas,,,Me gustaría que se pudiera hacer el pago una parte de efectivo y otra parte en tarjeta,Solo lo anterior
2019-08-19 15:38:45 UTC,2019-08-19 15:43:31 UTC,completed,ios,Safari 12.1.2,fe301c2a-7bdd-11e9-b330-b4c3586218f9,3M,MX,email,crm,LAT_MX_SRV_ALL_ALL_EML_GFB-Survey3MonthsCheck Version 2,Búsqueda en la web (Google),10,10,5,3,5,3,5,5,3,4,3,5,5,"Complementos para cajas registradoras (por ejemplo, impresora de recibos, lector de códigos de barras, etc.)",Sistema de punto de venta,Programas de fidelización y de gestión de las relaciones con los clientes,Herramientas para gestionar el inventario,Herramientas para controlar y analizar las ventas,Herramientas de administración de personal,,Herramientas de contabilidad,,Que el reporte de ventas no desglose los productos que llevan IVA 0% de los que si aplica IVA 16%,"Que sea más detallado el desglose de IVA y que el sistema de facturación sea más sencillo, que se pueda solicitar desde mi cuenta"
2019-08-19 16:38:18 UTC,2019-08-19 16:41:17 UTC,completed,android,Chrome 76.0.3809.111,e6a39bae-7b74-11e9-93da-aa6ebc8d40f1,3M,MX,email,crm,LAT_MX_SRV_ALL_ALL_EML_GFB-Survey3MonthsCheck Version 2,Redes sociales,8,5,5,5,5,2,4,4,4,3,3,4,4,"Complementos para cajas registradoras (por ejemplo, impresora de recibos, lector de códigos de barras, etc.)",,,Herramientas para gestionar el inventario,Herramientas para controlar y analizar las ventas,,,Herramientas de contabilidad,,El tiempo de entrega del dinero y el alto cobro de comisión.,No puedes hacer recargas de teléfono.
2019-08-19 17:04:00 UTC,2019-08-19 17:10:42 UTC,completed,ios,Safari 10.0,8c667a80-a280-11e8-8ab9-16a46ab63ed8,3M,MX,email,crm,LAT_MX_SRV_ALL_ALL_EML_GFB-SurveyYearlyCheck Version 2,Alguien me lo recomendó,8,8,5,5,5,3,5,5,5,5,5,5,5,,Sistema de punto de venta,,,Herramientas para controlar y analizar las ventas,,Lector de tarjetas,,,"Es una herramienta muy eficiente que ayuda mucho a concretar las ventas, solo tengo un pero, la comisión se me hace alta y yo creo que el 90 % de los compradores te piden a meses sin intereses y ahí es donde pega la comisión, por que cuando es pago a una sola exhibición uno lo puede absorber, pero ya si te vas a 6 a 9 o 12 meses pues hay que cargarlo al cliente y ahí se te sube mucho el precio y puedes perder la venta.",No me ha tocado necesitar algo más
2019-08-19 17:18:10 UTC,2019-08-19 17:24:22 UTC,completed,android,Chrome 76.0.3809.111,418272b0-a3e0-11e8-9cf2-7e8c7f4d62ab,3M,MX,email,crm,LAT_MX_SRV_ALL_ALL_EML_GFB-SurveyYearlyCheck Version 2,Alguien me lo recomendó,10,10,4,5,5,5,5,5,4,5,5,5,5,,Sistema de punto de venta,Programas de fidelización y de gestión de las relaciones con los clientes,Herramientas para gestionar el inventario,Herramientas para controlar y analizar las ventas,Herramientas de administración de personal,Lector de tarjetas,,,La falta de apoyo que quedaron de dar y no la realizaron respecto a su lector y mi teléfono adicional,Lo anterior
2019-08-19 17:20:53 UTC,2019-08-19 17:24:43 UTC,completed,ios,Safari 12.1.1,391ca350-a405-11e8-bb5f-9d4c3e144646,3M,MX,email,crm,LAT_MX_SRV_ALL_ALL_EML_GFB-SurveyYearlyCheck Version 2,Redes sociales,8,9,4,4,5,2,3,5,4,4,4,5,5,,Sistema de punto de venta,,,,,,,,"Que a pesar que sumó el porcentaje de comisión al ticket, al final el monto a mi cuenta a depositar es poco menor al ticket",No
2019-08-19 17:53:39 UTC,2019-08-19 17:56:25 UTC,completed,mac,Chrome 76.0.3809.100,2c9aa1d4-7a58-11e9-9785-15a988331e1e,3M,MX,email,crm,LAT_MX_SRV_ALL_ALL_EML_GFB-Survey3MonthsCheck Version 2,Alguien me lo recomendó,10,10,5,5,5,5,5,5,5,5,5,5,5,"Complementos para cajas registradoras (por ejemplo, impresora de recibos, lector de códigos de barras, etc.)",,,,,,Lector de tarjetas,Herramientas de contabilidad,,Nada,Ninguna
2019-08-19 18:47:31 UTC,2019-08-19 18:52:09 UTC,completed,android,Chrome 76.0.3809.111,41a4b286-7783-11e9-bd31-a51fb4765456,3M,MX,email,crm,LAT_MX_SRV_ALL_ALL_EML_GFB-Survey3MonthsCheck Version 2,Alguien me lo recomendó,10,10,5,5,5,5,4,5,5,5,5,5,5,,,,,Herramientas para controlar y analizar las ventas,,,,,Hasta el momento no,Ninguna
2019-08-19 19:14:09 UTC,2019-08-19 19:17:18 UTC,completed,android,Chrome 67.0.3396.87,bde2b2d2-7aba-11e9-aa3e-3dcffe9fc2af,3M,MX,email,crm,LAT_MX_SRV_ALL_ALL_EML_GFB-Survey3MonthsCheck Version 2,Búsqueda en la web (Google),9,9,5,5,4,4,4,5,3,1,3,5,5,"Complementos para cajas registradoras (por ejemplo, impresora de recibos, lector de códigos de barras, etc.)",,,,,,Lector de tarjetas,,,Mis depósitos son menor al cobro a pesar de aplkzar el 3.5% de comisión que me aplica izettle. Desconozco la causa.,Pagos menores al cobro
2019-08-19 19:31:11 UTC,2019-08-19 19:45:40 UTC,completed,ios,Safari 12.1.2,3b79b7e0-a3de-11e8-a376-6a658bfb029c,3M,MX,email,crm,LAT_MX_SRV_ALL_ALL_EML_GFB-SurveyYearlyCheck Version 2,Alguien me lo recomendó,10,10,5,5,5,5,5,5,5,5,5,5,5,,Sistema de punto de venta,,Herramientas para gestionar el inventario,,,Lector de tarjetas,,,Todo muy bien,No
2019-08-19 20:31:47 UTC,2019-08-19 20:35:09 UTC,completed,android,Chrome 76.0.3809.111,56c7c500-a3de-11e8-9d24-ef441857566d,3M,MX,email,crm,LAT_MX_SRV_ALL_ALL_EML_GFB-SurveyYearlyCheck Version 2,Publicidad exterior,7,10,2,2,1,2,5,5,5,5,5,5,5,"Complementos para cajas registradoras (por ejemplo, impresora de recibos, lector de códigos de barras, etc.)",Sistema de punto de venta,Programas de fidelización y de gestión de las relaciones con los clientes,Herramientas para gestionar el inventario,Herramientas para controlar y analizar las ventas,Herramientas de administración de personal,Lector de tarjetas,Herramientas de contabilidad,Ninguno de las anteriores,La comision,Todo bien solo la comision
2019-08-20 02:08:38 UTC,2019-08-20 02:10:43 UTC,completed,ios,Chrome 76.0.3809.81,c1aa6f8e-78e6-11e9-96eb-9b5bd850baf0,3M,MX,email,crm,LAT_MX_SRV_ALL_ALL_EML_GFB-Survey3MonthsCheck Version 2,Lo vi en Costco ,10,10,5,5,5,4,5,5,5,5,5,5,5,,Sistema de punto de venta,,Herramientas para gestionar el inventario,,Herramientas de administración de personal,,,,Nada :),Todo bien
2019-08-20 02:46:25 UTC,2019-08-20 02:52:15 UTC,completed,android,Chrome 74.0.3729.157,bf5559be-75d1-11e9-81b9-e1dd0eb3b598,3M,MX,email,crm,LAT_MX_SRV_ALL_ALL_EML_GFB-Survey3MonthsCheck Version 2,Alguien me lo recomendó,10,10,5,5,5,5,5,5,5,5,5,5,5,,,,,,,Lector de tarjetas,,,Todo muy bien y fácil de usar no tengo ningún problema por el momento,Del tiempo que obtuve el lector a la fecha no he tenido inconvenientes
2019-08-20 05:01:42 UTC,2019-08-20 05:09:14 UTC,completed,android,Chrome 76.0.3809.111,4bb2a4a0-a375-11e8-a1ba-43b6eb099e25,3M,MX,email,crm,LAT_MX_SRV_ALL_ALL_EML_GFB-SurveyYearlyCheck Version 2,Alguien me lo recomendó,8,9,5,5,5,4,4,5,5,5,4,5,5,,Sistema de punto de venta,,,,,Lector de tarjetas,,,Que tarde en llegar mis depósitos a mi cuenta,Que solo las transacciones se an mas rapidas
2019-08-20 13:16:26 UTC,2019-08-20 13:19:19 UTC,completed,ios,Chrome 76.0.3809.81,69208e60-7b5d-11e9-a39b-608c437d7bae,3M,MX,email,crm,LAT_MX_SRV_ALL_ALL_EML_GFB-Survey3MonthsCheck Version 2,Redes sociales,10,10,5,5,5,5,5,5,4,5,4,4,5,"Complementos para cajas registradoras (por ejemplo, impresora de recibos, lector de códigos de barras, etc.)",Sistema de punto de venta,,Herramientas para gestionar el inventario,,,Lector de tarjetas,,,Todo excelente,Todo bien
2019-08-20 14:12:32 UTC,2019-08-20 14:18:15 UTC,completed,ios,Safari 11.0,b19357e2-7b6a-11e9-b3b3-a76d5cc3c466,3M,MX,email,crm,LAT_MX_SRV_ALL_ALL_EML_GFB-Survey3MonthsCheck Version 2,En la tienda me lo ofrecieron ,10,10,3,5,NA,3,5,5,NA,5,NA,5,5,,,,,,,Lector de tarjetas,,,Que una subcuenta pueda acceder a los reportes,.
2019-08-20 18:22:24 UTC,2019-08-20 18:34:22 UTC,completed,android,Chrome 67.0.3396.87,562c5e80-7c1e-11e9-8768-eca23dfb103f,3M,MX,email,crm,LAT_MX_SRV_ALL_ALL_EML_GFB-Survey3MonthsCheck Version 2,Búsqueda en la web (Google),10,10,5,5,5,5,5,1,3,5,2,5,4,"Complementos para cajas registradoras (por ejemplo, impresora de recibos, lector de códigos de barras, etc.)",Sistema de punto de venta,,Herramientas para gestionar el inventario,,,Lector de tarjetas,,,Me gustaría que los complementos para el lector estuvieran más económicos,No
2019-08-20 19:20:07 UTC,2019-08-20 19:25:15 UTC,completed,ios,Safari 10.0,0bee0a90-7c2c-11e9-a84f-37c0c319e9e8,3M,MX,email,crm,LAT_MX_SRV_ALL_ALL_EML_GFB-Survey3MonthsCheck Version 2,Llegaron a mi negocio ,10,10,5,5,5,3,5,4,5,5,5,5,5,"Complementos para cajas registradoras (por ejemplo, impresora de recibos, lector de códigos de barras, etc.)",Sistema de punto de venta,Programas de fidelización y de gestión de las relaciones con los clientes,Herramientas para gestionar el inventario,Herramientas para controlar y analizar las ventas,Herramientas de administración de personal,Lector de tarjetas,Herramientas de contabilidad,,No,No
2019-08-20 19:21:09 UTC,2019-08-20 19:25:44 UTC,completed,android,Chrome 76.0.3809.111,ec482738-7bd2-11e9-b64e-386abb731ad5,3M,MX,email,crm,LAT_MX_SRV_ALL_ALL_EML_GFB-Survey3MonthsCheck Version 2,Alguien me lo recomendó,7,8,4,4,4,2,3,3,1,NA,3,3,3,"Complementos para cajas registradoras (por ejemplo, impresora de recibos, lector de códigos de barras, etc.)",,Programas de fidelización y de gestión de las relaciones con los clientes,,,,,Herramientas de contabilidad,,"No me agrada el tiempo en el que el cobro se refleja en la cuenta, con otros lectores tarda 24-30 horas y con ustedes son más de 48",Nada
